id,show_id,type,title,director,year_film,rating,duration,listed_in,description
4835,80108234,Movie,MAY WE CHAT,Philip Yung,2014,NR,99 min,"Dramas, International Movies","A messaging app unites a mute prostitute, an unruly rich girl and a stormy young woman, three Hong Kong teens living in pain and excess."
4836,80152442,Movie,BUSTER'S MAL HEART,Sarah Adina Smith,2016,TV-MA,98 min,"Independent Movies, Thrillers","On the run from authorities, a troubled man recalls the mysterious events – and the strange drifter – that inspired his unusual transformation."
4837,80161232,Movie,MADRE,Aaron Burns,2016,TV-MA,95 min,"International Movies, Thrillers","Pregnant and overwhelmed, Diana hires a caretaker for her son with severe autism. But she soon begins to fear the new nanny has sinister intentions."
4838,70275600,Movie,BLUE IS THE WARMEST COLOR,Abdellatif Kechiche,2013,NC-17,180 min,"Dramas, Independent Movies, International Movies","Determined to fall in love, 15-year-old Adele is focused on boys. But it's a blue-haired girl she meets on the street who really piques her interest."
4839,80097431,Movie,JEFF FOXWORTHY AND LARRY THE CABLE GUY: WE’VE BEEN THINKING...,Jay Karas,2016,TV-14,75 min,Stand-Up Comedy,Grammy-nominated comedians Jeff Foxworthy and Larry the Cable Guy bring their distinctive brand of humor to a packed crowd in Minneapolis.
4840,80057691,Movie,XOXO,Christopher Louie,2016,TV-MA,92 min,Dramas,"The lives of a budding DJ, his loyal pal, a hopeless romantic, a jaded has-been and a troubled couple intersect at an electronic dance music festival."
4841,81003736,Movie,ONE LAST THING,Tim Rouhana,2018,TV-MA,92 min,Dramas,"After 25 years of searching, a lonely dentist finds his long-lost daughter but learns that she suffers from a rare medical condition."
4842,70293130,Movie,HANK: FIVE YEARS FROM THE BRINK,Joe Berlinger,2013,TV-MA,86 min,Documentaries,"From Joe Berlinger, director of the ""Paradise Lost"" trilogy, comes this documentary about controversial former U.S. Treasury Secretary Henry Paulson."
4843,60000677,Movie,HEAD ON,Ana Kokkinos,1998,TV-MA,104 min,"Dramas, Independent Movies, LGBTQ Movies","This edgy drama follows 19-year-old Ari, a gay Greek-Australian whose roiling ethnic- and sexual-identity struggles lead to a wild, 24-hour odyssey."
4844,70012316,Movie,INUYASHA THE MOVIE: AFFECTIONS TOUCHING ACROSS TIME,Toshiya Shinohara,2001,TV-MA,100 min,"Action & Adventure, Anime Features, International Movies","A powerful demon has been sealed away for 200 years. But when the demon's son is awakened, the fate of the world is in jeopardy."
4845,70304914,Movie,MARIA BAMFORD: THE SPECIAL SPECIAL SPECIAL,Jordan Brady,2012,TV-MA,50 min,Stand-Up Comedy,"Spend an evening with gleeful, oh-so-awkward Maria Bamford via her cozy, shot-at-home comedy special, which has a two-person audience: her parents."
4846,70298926,Movie,NYMPHOMANIAC: VOLUME II,Lars von Trier,2013,TV-MA,124 min,"Dramas, Independent Movies, International Movies",The second half of Lars von Trier's epic follows Joe as her reignited sex addiction destroys her family and thrusts her toward a surprising new trade.
4847,80132127,Movie,"BEHIND ""THE COVE"": THE QUIET JAPANESE SPEAK OUT",Keiko Yagi,2015,TV-14,105 min,"Documentaries, International Movies","After a documentary about the Japanese whaling industry garnered international attention, an amateur filmmaker decides to tell the rest of the story."
4848,80164392,Movie,BERLIN SYNDROME,Cate Shortland,2017,R,116 min,"International Movies, Thrillers",What starts as a passionate one-night stand quickly turns sinister when Clare learns she's locked inside Andi's apartment with no way out.
4849,80122759,Movie,DEATH NOTE,Adam Wingard,2017,TV-MA,100 min,"Horror Movies, Thrillers","Light Turner finds a supernatural notebook and uses it to mete out death, attracting the attention of a detective, a demon and a girl in his class."
4850,80163366,Movie,PEKAK,Mohd Khairul Azri Bin Md Noor,2016,TV-MA,95 min,"Dramas, International Movies","Desperate to escape her tyrannical father, a rebellious teen befriends a deaf drug pusher who's saving up his money for cochlear implants."
4851,80115152,Movie,ABZURDAH,Daniela Goggi,2015,TV-MA,90 min,"Dramas, International Movies",A disenfranchised 16-year-old girl connects to an older man on the internet and after a brief one-sided affair descends into obsession and anorexia.
4852,80048569,TV Show,JONATHAN STRANGE & MR NORRELL,Toby Haynes,2015,TV-14,1 Season,"British TV Shows, TV Dramas, TV Sci-Fi & Fantasy","In 1806, ambitious magician Norrell leads a revival of practical magic in England and ignites a fierce rivalry with bold young conjurer Strange."
4853,81036530,Movie,DRINK DRANK DRUNK,Yeung Yat-Tak,2016,TV-MA,92 min,"Comedies, International Movies","Too hungover to report as a witness in a criminal trial the day after his birthday party, a young man and his pals do some unexpected soul-searching."
4854,81145277,Movie,FANATIC,Keith L. Smith,2019,TV-14,91 min,Thrillers,"When a successful young rap star has an affair with an obsessive fan, his life is turned upside down when she kidnaps him."
4855,80238360,Movie,BERT KREISCHER: SECRET TIME,Todd Biermann,2018,TV-MA,57 min,Stand-Up Comedy,Shirtless comic Bert Kreischer relays personal secrets and stories about being a cool – if not always responsible – dad in this stand-up special.
4858,80245450,TV Show,GHOUL,Patrick Graham,2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror","When a new prisoner at a military detention center exhibits eerie behavior, a young interrogator’s search for the truth becomes a battle for survival."
4859,81008272,Movie,ONE LAST SHOT,Mike Clattenburg,1998,TV-MA,31 min,Comedies,"In this low-budget short film, two best buddies meet up for a night of booze-fueled fun before one of them moves to Vancouver."
4860,81012978,TV Show,TAKE MY BROTHER AWAY,Han Qing,2018,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas","Bickering siblings Shi Miao and Shi Fen tackle friendship matters, school drama and the pitfalls of growing up with little parental supervision."
4861,80144145,Movie,THE AFTER PARTY,Ian Edelman,2018,TV-MA,90 min,"Comedies, Music & Musicals",An aspiring rapper and his best friend/manager have one night to bounce back from embarrassment and make their dreams of hip-hop stardom come true.
4864,80224167,Movie,THE POWER OF GRAYSKULL: THE DEFINITIVE HISTORY OF HE-MAN AND THE MASTERS OF THE UNIVERSE,"Randall Lobb, Robert McCallum",2017,TV-PG,96 min,Documentaries,"This colorful documentary explores the origins and impact of He-Man, a character whose power stretched well beyond a toy line and children's TV show."
4865,81155859,Movie,KAAKE DA VIYAH,Rai Yuvraj Bains,2019,TV-PG,133 min,"Comedies, Dramas, International Movies","In this zany comedy, a man is torn between the girl he loves and the respective women his warring mother and grandmother have chosen for him to marry."
4866,81155858,Movie,MARRIAGE PALACE,Sunil Thakur,2018,TV-14,135 min,"Comedies, International Movies","After a young man charms the girl he loves into accepting his proposal, an accidental swap on their wedding day leads him to marry the wrong bride."
4867,81147910,Movie,MAYDAY LIFE,Muh Chen,2019,TV-PG,120 min,"International Movies, Music & Musicals",Mayday's Life Tour concert unfolds as five fading superheroes are summoned to save the world from an extraterrestrial enemy that detests sound.
4869,81155802,Movie,SAAVAT,Saurabh Sinha,2019,TV-14,118 min,"Dramas, Independent Movies, International Movies","In rural India, a detective's investigation of seven confounding suicides uncovers revelations about the myths and mindsets of the rest of the village."
4870,70285728,Movie,THE CONGRESS,Ari Folman,2013,TV-MA,123 min,"Dramas, International Movies, Sci-Fi & Fantasy",Actress Robin Wright plays herself in this surreal drama about a film star who agrees to have her digital image recorded for reuse in future films.
4872,70274390,Movie,ELEPHANTS DREAM 4 HOUR,Bassam Kurdali,2006,TV-MA,196 min,"International Movies, Sci-Fi & Fantasy","Friends Proog and Emo live in a capricious, seemingly infinite machine with a sinister purpose in this experimental computer-animated short."
4873,80224150,Movie,THE LODGERS,Brian O'Malley,2017,R,93 min,"Horror Movies, International Movies","Twin siblings live under a curse in their ancestral home, but one of them is tempted to defy house rules, angering the spirits keeping them hostage."
4874,80128689,Movie,FEEL RICH,Peter Spirer,2017,TV-MA,70 min,Documentaries,"Talking squarely to the hip-hop generation, musicians, athletes and others outline the benefits of exercise, a healthy diet and spiritual wellness."
4876,80185322,Movie,LYNNE KOPLITZ: HORMONAL BEAST,Marcus Raboy,2017,TV-MA,51 min,Stand-Up Comedy,"Unabashed comedian Lynne Koplitz offers a woman's take on being crazy, the benefits of childlessness and the three things all men really want."
4877,80163054,Movie,SADIE'S LAST DAYS ON EARTH,Michael Seater,2016,TV-14,94 min,"Comedies, Sci-Fi & Fantasy","High schooler Sadie Mitchell believes the world is about to end – literally. Before it does, she sets out to kiss a boy and win back her best friend."
4878,81090071,Movie,AMERICAN FACTORY,"Steven Bognar, Julia Reichert",2019,TV-14,110 min,Documentaries,"In this documentary, hopes soar when a Chinese company reopens a shuttered factory in Ohio. But a culture clash threatens to shatter an American dream."
4879,81151880,Movie,GAME OVER (HINDI VERSION),Ashwin Saravanan,2019,TV-MA,98 min,"Horror Movies, International Movies, Thrillers","As a series of murders hit close to home, a video game designer with post-traumatic stress must confront her demons, or risk becoming their victim."
4880,81151877,Movie,GAME OVER (TAMIL VERSION),Ashwin Saravanan,2019,TV-MA,98 min,"Horror Movies, International Movies, Thrillers","As a series of murders hit close to home, a video game designer with post-traumatic stress must confront her demons, or risk becoming their victim."
4881,81151878,Movie,GAME OVER (TELUGU VERSION),Ashwin Saravanan,2019,TV-MA,98 min,"Horror Movies, International Movies, Thrillers","As a series of murders hit close to home, a video game designer with PTSD must confront her demons, or risk becoming their victim."
4883,81144912,Movie,THE GIRL ALLERGIC TO WI-FI,Jun Lana,2018,TV-MA,104 min,"International Movies, Romantic Movies","When an internet-obsessed teen develops a rare illness that forces her to move to a remote town, she must navigate her relationships without technology."
4884,81016193,Movie,BAREILLY KI BARFI,Ashwiny Iyer Tiwari,2017,TV-PG,110 min,"Comedies, Dramas, International Movies","When she falls in love with the author of a novel she adores, bohemian Bitti enlists the help of a local printer to find her new object of affection."
4885,81016196,Movie,MERSAL,Atlee Kumar,2017,TV-14,162 min,"Action & Adventure, Dramas, International Movies","A detective arrests a doctor for crimes targeting medical professionals but later finds the real culprit in a tale of revenge, corruption and magic."
4886,80201175,Movie,MOM,Ravi Udyawar,2017,TV-MA,139 min,"Dramas, International Movies, Thrillers","After her stepdaughter is sexually assaulted at a party, a furious mother sets out to destroy the lives of the four perpetrators who walked away free."
4887,81016191,Movie,PAD MAN,R. Balki,2018,PG-13,130 min,"Dramas, International Movies, Romantic Movies","Despite public humiliation and resistance, an entrepreneur markets a hygienic, low-cost sanitary pad that even India's poorest women can afford."
4888,80199962,Movie,TOILET: EK PREM KATHA,Shree Narayan Singh,2017,TV-14,145 min,"Comedies, Dramas, International Movies","On her first day of marriage, a woman leaves her husband upon learning his home lacks a toilet, sparking a quixotic quest to acquire modern sanitation."
4889,80134952,Movie,BAD RAP,Salima Koroma,2016,TV-MA,83 min,"Documentaries, Music & Musicals",Four young Asian-American rappers strive to achieve success on their own terms in a musical genre that often treats them as outsiders.
4891,80163407,Movie,KL ZOMBI,Woo Ming Jin,2013,TV-MA,92 min,"Comedies, Horror Movies, International Movies",A field hockey-playing pizza delivery boy finds himself transformed from slacker to zombie slayer during an outbreak of the undead in Kuala Lumpur.
4892,80163265,Movie,REMBAT,Shamyl Othman,2015,TV-14,88 min,"Action & Adventure, Comedies, International Movies","Two huge soccer fans must go on a rambunctious road trip to fix a big match between Malaysia and Thailand, or they'll draw the ire of a loan shark."
4893,80171742,Movie,UNACKNOWLEDGED,Michael Mazzola,2017,TV-MA,104 min,Documentaries,Noted UFO expert Dr. Steven Greer interviews witnesses and presents classified documents concerning the existence of extraterrestrials.
4894,60021787,Movie,GANGS OF NEW YORK,Martin Scorsese,2002,R,167 min,Dramas,"In the crime-ridden slums of New York in the 1860s, vengeful orphan Amsterdam Vallon joins the cutthroat gang of his father's killer, Bill the Butcher."
4896,81045860,Movie,SIMON AMSTELL: SET FREE,Julia Knowles,2019,TV-MA,52 min,Stand-Up Comedy,"Honest, introspective comic Simon Amstell digs deep and delivers a uniquely vulnerable stand-up set on love, ego, intimacy and ayahuasca."
4898,80162179,Movie,CAMERA STORE,Scott Marshall Smith,2016,TV-MA,104 min,"Comedies, Dramas","With the digital revolution just around the corner, the employees of Bibideaux camera store strive to stay relevant amid unstoppable change."
4899,80115686,Movie,DHANAK,Nagesh Kukunoor,2015,TV-PG,114 min,"Comedies, Dramas, Independent Movies",A movie-loving 10-year-old and her blind little brother trek to meet Indian superstar Shah Rukh Khan for help in getting the boy an eye operation.
4902,70242938,Movie,FOR GREATER GLORY,Dean Wright,2012,R,145 min,"Dramas, International Movies","When a vicious war against Catholics is waged in Mexico in the 1920s, a retired general joins the militia fighting to preserve religious freedom."
4903,81150918,Movie,LÉA & I,Camille Shooshani,2019,TV-MA,84 min,Documentaries,Best friends Léa and Camille explore the notion of healing while traveling to Latin America in search of a cure for a terminal disease.
4904,22469949,Movie,NOW AND THEN,Lesli Linka Glatter,1995,PG-13,102 min,Dramas,"Waxing nostalgic about the bittersweet passage from childhood to puberty, four childhood girlfriends recall the magical summer of 1970."
4906,81155803,Movie,URIYADI 2,Vijay Kumar,2019,TV-MA,116 min,"Dramas, International Movies","When a chemical plant's poor conditions cause tragedies, an employee leads a protest against the company’s callous owner and local politicians."
4907,70139075,Movie,7 KHOON MAAF,Vishal Bhardwaj,2011,TV-MA,148 min,"Dramas, International Movies, Thrillers","Spiced liberally with black comedy, this Bollywood drama follows the lethal love life of a woman who marries numerous men – only to find them flawed."
4908,70139072,Movie,CHILLAR PARTY,"Vikas Bahl, Nitesh Tiwari",2011,TV-PG,127 min,"Children & Family Movies, Comedies, Dramas","Eight feisty boys befriend young drifter Fatka. When a mean politician threatens Fatka's way of life, the boys band together in honor of their pal."
4909,70267490,Movie,CONCUSSION,Stacie Passon,2013,R,96 min,"Dramas, Independent Movies, LGBTQ Movies","A lesbian housewife, feeling trapped in a stale marriage, begins visiting female prostitutes and soon seeks excitement by becoming a sex worker."
4910,80087354,Movie,EMELIE,Michael Thelin,2016,TV-MA,82 min,"Horror Movies, Thrillers","A suburban couple hires a new sitter to watch their three kids for the night, unaware that the young woman isn't who she claims to be."
4911,70111162,Movie,FASHION,Madhur Bhandarkar,2008,TV-MA,158 min,"Dramas, International Movies",A small-town girl finally realizes her dream of becoming a famous supermodel but soon finds there's a price for her glamorous new life.
4912,80099083,Movie,FITOOR,Abhishek Kapoor,2016,TV-14,124 min,"Dramas, International Movies, Romantic Movies",A young artist falls for an aristocratic young woman whose bitter mother has trained her in the art of breaking hearts.
4913,60003290,Movie,FIZA,Khalid Mohamed,2000,TV-14,163 min,"Dramas, International Movies, Music & Musicals","Fiza's brother disappears during Mumbai's horrifying 1993 riots. Each day, Fiza and her widowed mother hope that he will return."
4914,80227672,Movie,FOREVER CHAPE,Luis Ara,2018,TV-14,74 min,"Documentaries, International Movies, Sports Movies","In the wake of the plane crash that claimed the lives of 71 people, the Brazilian soccer club Chapecoense seeks to rebuild the team that made history."
4915,70139074,Movie,GUZAARISH,Sanjay Leela Bhansali,2010,TV-14,121 min,"Dramas, International Movies","After an onstage disaster leaves an illusionist paralyzed, he channels his magic into a hit radio show. Years later, he fights for the right to die."
4916,70303432,Movie,HAIDER,Vishal Bhardwaj,2014,TV-MA,154 min,"Dramas, International Movies, Romantic Movies",Shahid Kapoor delivers a searing performance in this Bollywood take on Hamlet that unfolds amid Kashmiri culture and history.
4917,70303424,Movie,HIGHWAY,Imtiaz Ali,2014,TV-14,127 min,"Action & Adventure, Dramas, International Movies","City girl Veera is kidnapped on the eve of her wedding, but as her captors take her through the countryside, Veera finds herself feeling emancipated."
4918,70139071,Movie,I HATE LUV STORYS,Punit Malhotra,2010,TV-14,128 min,"Comedies, International Movies, Music & Musicals",This Bollywood spoof recounts the ups and downs of an assistant film director who loathes romance and a designer who adores all things sentimental.
4919,70219529,Movie,JOKER,Shirish Kunder,2012,TV-PG,98 min,"Comedies, International Movies, Music & Musicals",A remote village situated neither in India or Pakistan becomes its own republic after inmates at the local mental asylum bust loose and take over.
4920,70056059,Movie,KHOSLA KA GHOSLA,Dibakar Banerjee,2006,TV-14,124 min,"Comedies, Dramas, International Movies",A cranky control freak must rely on his comically dysfunctional family to pull off a scam on a greedy land shark who's stolen his prized property.
4921,70114589,Movie,MAIN AURR MRS. KHANNA,Prem Soni,2009,TV-PG,109 min,"International Movies, Music & Musicals, Romantic Movies","A financially troubled Indian man heads to Singapore to find employment, while his pretty wife stays behind in a move that could cause trouble."
4922,80104257,Movie,MOHENJO DARO,Ashutosh Gowariker,2016,TV-14,168 min,"Action & Adventure, Dramas, International Movies","A courageous villager moves to the ancient city of Mohenjo Daro, where he falls for the daughter of a priest and does battle with a tyrant."
4923,80997865,Movie,ON THE WRONG TRACK,Clarence Yiu-leung Fok,1983,TV-14,89 min,"Action & Adventure, International Movies","Two rebellious, hot-headed teenage brothers get caught up in gang life, which has dangerous repercussions for their family and friends."
4924,70123124,Movie,RAAJNEETI,Prakash Jha,2010,TV-MA,162 min,"Dramas, International Movies, Thrillers","When the American-educated scion of a powerful Indian family returns to the subcontinent, his first taste of power starts him down a corrupt path."
4925,70047320,Movie,RANG DE BASANTI,Rakeysh Omprakash Mehra,2006,TV-MA,159 min,"Dramas, International Movies",An idealistic English filmmaker casts a group of student actors in her docudrama about India's revolution against British rule in the 1920s.
4926,70229043,Movie,ROWDY RATHORE,Prabhu Deva,2012,TV-MA,137 min,"Action & Adventure, Comedies, International Movies","A con man uncovers a deadly secret and must save his lady love, the little girl who insists she's his daughter and the small-town locals from the mob."
4927,80087743,Movie,TAMASHA,Imtiaz Ali,2015,TV-PG,133 min,"Dramas, International Movies, Romantic Movies","Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again."
4928,70139078,Movie,TEES MAAR KHAN,Farah Khan,2010,TV-PG,125 min,"Comedies, International Movies, Music & Musicals",A flamboyant con artist and his band of gleeful robbers gamble with fate when smugglers hire them to swipe antiques from a speeding train.
4929,70229041,Movie,TERE NAAL LOVE HO GAYA,Mandeep Kumar,2012,TV-PG,127 min,"Comedies, International Movies, Romantic Movies","Mini isn't eager to wed the rich suitor who's been chosen for her, so she stages her own kidnapping and runs off with a man who works for her father."
4930,70187503,Movie,THANK YOU,Anees Bazmee,2011,TV-14,131 min,"Comedies, International Movies, Romantic Movies",Three cheating husbands end up paying the price for their infidelities when their spouses hire a private detective – who falls for one of the wives.
4931,70075775,Movie,THE BLUE UMBRELLA,Vishal Bhardwaj,2005,TV-PG,90 min,"Children & Family Movies, Dramas, Independent Movies","A charming allegory based on a novella by Ruskin Bond, this visually stunning film from India explores themes of greed, loneliness, longing and loss."
4932,70204316,Movie,LAVELL CRAWFORD: CAN A BROTHER GET SOME LOVE?,Michael Drumm,2011,NR,81 min,Stand-Up Comedy,"""Last Comic Standing"" runner-up Lavell Crawford lords over a hometown crowd at St. Louis's Orpheum Theatre, raking in the love – and the laughs."
4933,80234464,Movie,ATTITUDE TEST,"Fabrizio Copano, Augusto Matte",2016,TV-14,88 min,"Comedies, Independent Movies, International Movies","Four high school seniors steal an important college entrance exam and go on vacation to ""study,"" but accidentally lose the exam while partying."
4934,80209558,Movie,BARRIO UNIVERSITARIO,Esteban Vidal,2013,TV-14,91 min,"Comedies, International Movies",Four friends from a humble technical school compete against the elite students of a prestigious university in a robot-building contest.
4935,80209722,Movie,HÉROES,Esteban Vidal,2015,TV-MA,91 min,"Comedies, International Movies","When an earthquake hits Chile, rescue workers must put aside their differences to save the country from a businessman's evil scheme."
4936,80153897,Movie,HIDE AND SEEK,Liu Jie,2016,TV-14,104 min,"International Movies, Thrillers","While living a comfortable life with his wife and child, a germophobic man realizes his estranged brother may have committed a terrible crime."
4937,80138469,Movie,RAILROAD TIGERS,Ding Sheng,2016,TV-14,124 min,"Action & Adventure, Comedies, International Movies","During World War II, a Chinese railroad worker leads a group of brave resistance fighters against the forces of Japanese occupation."
4939,80118930,Movie,I'LL SLEEP WHEN I'M DEAD,Justin Krook,2016,TV-MA,80 min,"Documentaries, Music & Musicals","Superstar DJ Steve Aoki reflects on the driving force behind his career: his ambitious father, Benihana founder and perennial daredevil Rocky Aoki."
4940,80202810,Movie,ALEJANDRO SANZ: WHAT I WAS IS WHAT I AM,"Gervasio Iglesias, Alexis Morante",2018,TV-14,102 min,"Documentaries, International Movies, Music & Musicals",A retrospective look at the life and career of Grammy-award winning Spanish musician Alejandro Sanz.
4941,80201039,Movie,PETER RABBIT,Will Gluck,2018,PG,95 min,"Children & Family Movies, Comedies","In this mix of live action and CGI, rascally Peter Rabbit faces a tough new foe in his ongoing battle for the veggies in Mr. McGregor's garden."
4944,70177633,Movie,UNDEFEATED,"Daniel Lindsay, T.J. Martin",2011,PG-13,113 min,"Documentaries, Sports Movies",An inspirational profile of an inner-city high school football team's valiant effort to reach the school's first-ever playoff game.
4945,80146805,Movie,WHAT HAPPENED TO MONDAY,Tommy Wirkola,2017,TV-MA,124 min,"Action & Adventure, Sci-Fi & Fantasy","In a future with a strict one-child policy, six septuplets must avoid government detection while searching for their missing sister."
4948,80087352,Movie,SAME KIND OF DIFFERENT AS ME,Michael Carney,2017,PG-13,119 min,"Dramas, Faith & Spirituality",A wealthy couple whose marriage is on the rocks befriends a local homeless man who changes their perspectives in this inspiring true story.
4950,80173606,Movie,THE MOTIVE,Manuel Martín Cuenca,2017,TV-MA,114 min,"Comedies, Dramas, International Movies",An aspiring writer with no imagination seeks inspiration for his novel by manipulating the lives of his neighbors so that he can write about them.
4951,80203147,Movie,TO ALL THE BOYS I’VE LOVED BEFORE,Susan Johnson,2018,TV-14,100 min,"Comedies, International Movies, Romantic Movies","When her secret love letters somehow get mailed to each of her five crushes, Lara Jean finds her quiet high school existence turned upside down."
4953,80223582,Movie,YOO BYUNG JAE: DISCOMFORT ZONE,Y. Joon Chung,2018,TV-MA,54 min,Stand-Up Comedy,Daring comedian Yoo Byung-jae connects criticism he's received from the general public to some of the most touchy issues in current Korean society.
4954,80190984,Movie,COP AND A HALF: NEW RECRUIT,Jon Rosenbaum,2017,PG,96 min,"Children & Family Movies, Comedies",A world-weary detective is forced to team up with a 12-year-old who thinks she's a cop in order to solve a case that's baffled police.
4961,81092330,Movie,FOR LOVE OR MONEY,Mark Murphy,2019,TV-MA,95 min,Comedies,"When a goofy but likable millionaire discovers his fiancée’s plan to steal his wealth, he devises an unromantic scheme to make her life a living hell."
4964,80021840,Movie,SELFLESS,Tarsem Singh,2015,PG-13,117 min,"Sci-Fi & Fantasy, Thrillers","A dying tycoon has his consciousness transplanted into the body of a healthy young man, only to make a troubling discovery about the body's origin."
4965,80231419,Movie,SEXTUPLETS,Michael Tiddes,2019,TV-14,100 min,Comedies,"When a dad-to-be learns he's actually a sextuplet, he sets off on a wild journey to meet his long-lost family. Marlon Wayans stars as all six siblings."
4968,80235578,Movie,THE LITTLE SWITZERLAND,Kepa Sojo,2019,TV-MA,86 min,"Comedies, International Movies",The discovery of the tomb of William Tell’s son in a town in the Basque Country spurs the village's cantankerous citizens to lobby for Swiss annexation.
4970,80243541,Movie,BHAVESH JOSHI SUPERHERO,Vikramaditya Motwane,2018,TV-14,150 min,"Dramas, International Movies, Sci-Fi & Fantasy","When his best friend is killed for uncovering political corruption, an idealistic young man decides to become a masked fighter for justice."
4971,70033644,Movie,CASINO TYCOON 2,Wong Jing,1992,TV-MA,108 min,"Action & Adventure, Dramas, International Movies",Casino mogul Benny Ho wields enormous power. But a feud with his former partner and a massive fraud scheme soon threaten his family and his empire.
4972,80039484,Movie,DISCIPLES OF THE 36TH CHAMBER,Chia-Liang Liu,1985,NR,90 min,"Action & Adventure, International Movies","Shaolin monk San Te returns to protect a fellow hero with a talent for finding trouble in this action-packed sequel to ""The 36th Chamber of Shaolin."""
4973,70059191,Movie,LEGENDARY WEAPONS OF CHINA,Chia-Liang Liu,1982,TV-14,101 min,"Action & Adventure, Cult Movies, International Movies","Three assassins – magician Lei Ying, hit man Tieh Hon and kung fu master Ti Tan – are sent to Yunnan by their clan leader to bring to justice another clan member who betrayed the tribe."
4974,11546798,Movie,LIFELINE,Johnnie To,1997,TV-14,104 min,"Action & Adventure, International Movies",Johnnie To's character-centered drama follows a Hong Kong firefighting crew as they take on harrowing rescue missions and navigate personal dilemmas.
4975,70014531,Movie,"LOOK OUT, OFFICER",Sze Yu Lau,1990,TV-MA,88 min,"Action & Adventure, Comedies, International Movies",An officer killed on the job returns to Earth as a ghost to solve his own murder and seek justice with the help of a rookie cop and some funky magic.
4976,70026792,Movie,LOVE ON DELIVERY,Stephen Chow,1994,TV-14,93 min,"Action & Adventure, Comedies, International Movies","To prove himself to a love interest, a delivery boy learns dubious kung fu from an aging charlatan so he can challenge his archrival to a fight."
4977,80997789,Movie,LOVING YOU,Johnnie To,1995,TV-14,79 min,"Dramas, International Movies","Struggling in a loveless marriage, a hard-drinking, workaholic cop finds a chance at redemption after a fateful incident leaves him wounded."
4978,80997867,Movie,MAHJONG HEROES,Li Pei-Chuan,1981,TV-PG,92 min,"Comedies, International Movies","In this comedy, characters from all walks of life go head-to-head around the mahjong table in a high-stakes contest of different playing styles."
4979,80039662,Movie,MARTIAL ARTS OF SHAOLIN,Chia-Liang Liu,1986,TV-MA,90 min,"Action & Adventure, International Movies","In ancient China, Zhi Ming trains at the legendary Northern Shaolin temple to avenge the death of his father at the hands of a nefarious magistrate."
4980,80997862,Movie,MR. VIRGIN,Anthony Chan,1984,TV-14,86 min,"Comedies, Dramas, International Movies","When a young man ignores a feng shui master’s warning and decides to marry before turning 30, a series of mishaps begins to curse his life."
4981,60027334,Movie,"MY SCHOOLMATE, THE BARBARIAN","Siu-hung Chung, Wong Jing",2001,TV-MA,90 min,"Action & Adventure, Comedies, International Movies","A brainy private school student is transferred to a far less elite institution, where he must fend off classmates who settle scores with fistfights."
4982,80999983,Movie,OH MY GHOST 3,Poj Arnon,2012,TV-MA,103 min,"Comedies, Horror Movies, International Movies","After a body is discovered in their building, a vengeful, paranormal presence begins to affect Taew, Mod Dum and Cartoon's business."
4983,70111922,Movie,OPIUM AND THE KUNG FU MASTER,Chia Tang,1984,TV-MA,86 min,"Action & Adventure, International Movies","Leader of the Ten Kwangtung Tigers, Tieh Chiao-san works with his kung fu students to protect his village from crime. But when an opium dealer starts to ruin the town, Tieh Chiao-san struggles to fight back, thanks to his growing opium addiction."
4984,80997859,Movie,PAINTED FACES,Alex Law,1988,TV-PG,108 min,"Dramas, International Movies","In this dramatized rendition, students undergo rigorous study at Master Yu's Peking Opera school, a cradle for future Hong Kong film stars."
4985,70130432,Movie,RETURN TO THE 36TH CHAMBER,Chia-Liang Liu,1980,R,97 min,"Action & Adventure, Comedies, International Movies","When thugs prey upon innocent factory workers, a small-time scammer trains for revenge by studying the moves of Shaolin temple monks."
4986,70033579,Movie,SHARK BUSTERS,Herman Yau,2002,TV-14,92 min,"Dramas, International Movies","Hit by a media storm over his own mounting debts, a police officer leads an investigation against the loan sharks behind a sinister credit scheme."
4987,70100527,Movie,SWORD MASTERS: TWO CHAMPIONS OF SHAOLIN,Cheh Chang,1980,R,101 min,"Action & Adventure, International Movies","Shaolin warrior Tung Chien-chen is injured in battle against the hated Wu Tang clan, and nursed back to health by a knife-throwing master. As he recovers, Tung learns this deadly art, and also falls in love with his teacher's daughter."
4988,80997857,Movie,THE BARE-FOOTED KID,Johnnie To,1993,TV-MA,83 min,"Action & Adventure, International Movies","While working at a family friend's business, a penniless orphan draws the attention of a corrupt competitor and is torn between divided loyalties."
4989,80997793,Movie,THE MAD MONK,Johnny To,1993,TV-14,85 min,"Comedies, International Movies, Sci-Fi & Fantasy","To avoid punishment for his misdeeds, an arrogant god accepts a mission to reform three mortals on earth, where he must also contend with a demon."
4990,80997861,Movie,THE YOUNG VAGABOND,Sze Yu Lau,1985,TV-14,85 min,"Action & Adventure, Comedies, International Movies","To avenge his master, a wine-loving young man steps up his fighting skills to defeat a powerful thief in a life-or-death match."
4991,70299867,Movie,WISH I WAS HERE,Zach Braff,2014,R,106 min,"Comedies, Dramas, Independent Movies","With his acting career moribund, Aidan Bloom steers a new tack in life, taking over his children's education when private school becomes too costly."
