year_film,year_award,ceremony,category,nominee,title,win
1956,1957,14,Best Motion Picture - Drama,"Rainmaker, The",,FALSE
1956,1957,14,Best Motion Picture - Drama,War and Peace,,FALSE
1956,1957,14,Best Motion Picture - Drama,Giant,,FALSE
1956,1957,14,Best Motion Picture - Musical or Comedy,"King and I, The",,TRUE
1956,1957,14,Best Motion Picture - Musical or Comedy,Bus Stop,,FALSE
1956,1957,14,Best Motion Picture - Musical or Comedy,"Opposite Sex, The",,FALSE
1956,1957,14,Best Motion Picture - Musical or Comedy,"Solid Gold Cadillac, The",,FALSE
1956,1957,14,Best Motion Picture - Musical or Comedy,"Teahouse of the August Moon, The",,FALSE
1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Carroll Baker,Baby Doll,FALSE
1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Ingrid Bergman,Anastasia (1956),FALSE
1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Helen Hayes,Anastasia (1956),FALSE
1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Audrey Hepburn,War and Peace,FALSE
1956,1957,14,Best Performance by an Actress in a Motion Picture - Drama,Katharine Hepburn,"Rainmaker, The",FALSE
1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Kirk Douglas,Lust For Life,TRUE
1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Gary Cooper,Friendly Persuasion,FALSE
1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Charlton Heston,"Ten Commandments, The",FALSE
1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Burt Lancaster,"Rainmaker, The",FALSE
1956,1957,14,Best Performance by an Actor in a Motion Picture - Drama,Karl Malden,Baby Doll,FALSE
1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Cantinflas,Around the World in 80 Days,TRUE
1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Marlon Brando,"Teahouse of the August Moon, The",FALSE
1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Yul Brynner,"King and I, The",FALSE
1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Glenn Ford,"Teahouse of the August Moon, The",FALSE
1956,1957,14,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Danny Kaye,"Court Jester, The",FALSE
1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Eileen Heckart,"Bad Seed, The",TRUE
1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Marjorie Main,Friendly Persuasion,FALSE
1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Dorothy Malone,Written on the Wind,FALSE
1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Patty McCormack,"Bad Seed, The",FALSE
1956,1957,14,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mildred Dunnock,Baby Doll,FALSE
1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Earl Holliman,"Rainmaker, The",TRUE
1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Eddie Albert,"Teahouse of the August Moon, The",FALSE
1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Oscar Homolka,War and Peace,FALSE
1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Anthony Quinn,Lust For Life,FALSE
1956,1957,14,Best Performance by an Actor in a Supporting Role in any Motion Picture,Eli Wallach,Baby Doll,FALSE
1956,1957,14,Best Director - Motion Picture,Elia Kazan,Baby Doll,TRUE
1956,1957,14,Best Director - Motion Picture,Michael Anderson,Around the World in 80 Days,FALSE
1956,1957,14,Best Director - Motion Picture,Vincente Minnelli,Lust For Life,FALSE
1956,1957,14,Best Director - Motion Picture,George Stevens,Giant,FALSE
1956,1957,14,Best Director - Motion Picture,King Vidor,War and Peace,FALSE
1956,1957,14,Cecil B. deMille Award,Mervyn LeRoy,,FALSE
1956,1957,14,Promoting International Understanding,Douglas Sirk,Battle Hymn,TRUE
1956,1957,14,Promoting International Understanding,Irving Rapper,"Brave One, The (1956)",FALSE
1956,1957,14,Promoting International Understanding,William Wyler,Friendly Persuasion,FALSE
1956,1957,14,Promoting International Understanding,Walter Lang,"King and I, The",FALSE
1956,1957,14,Promoting International Understanding,Daniel Mann,"Teahouse of the August Moon, The",FALSE
1956,1957,14,Television Achievement,Cheyenne,,TRUE
1956,1957,14,Television Achievement,Matinee Theatre,,TRUE
1956,1957,14,Television Achievement,"Mickey Mouse Club, The",,TRUE
1956,1957,14,Television Achievement,Playhouse 90,,TRUE
1956,1957,14,Television Achievement,This Is Your Life,,TRUE
1956,1957,14,Special Achievement Award,Dimitri Tiomkin,,FALSE
1956,1957,14,Special Achievement Award,Edwin Schallert,,FALSE
1956,1957,14,Special Achievement Award,Elizabeth Taylor,,FALSE
1956,1957,14,New Star Of The Year - Actress,Carroll Baker,Baby Doll,TRUE
1956,1957,14,New Star Of The Year - Actress,Carroll Baker,Giant,TRUE
1956,1957,14,New Star Of The Year - Actress,Jayne Mansfield,"Girl Can't Help It, The",TRUE
1956,1957,14,New Star Of The Year - Actress,Natalie Wood,Rebel Without a Cause,TRUE
1956,1957,14,New Star Of The Year - Actress,Jayne Mansfield,Giant,FALSE
1956,1957,14,New Foreign Star Of The Year - Actress,Taina Elg,,TRUE
1956,1957,14,New Foreign Star Of The Year - Actor,Jacques Bergerac,,TRUE
1956,1957,14,New Star Of The Year - Actor,John Kerr,Tea and Sympathy,TRUE
1956,1957,14,New Star Of The Year - Actor,Paul Newman,"Silver Chalice, The",TRUE
1956,1957,14,New Star Of The Year - Actor,Anthony Perkins,Friendly Persuasion,TRUE
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,Deborah Kerr,"King and I, The",TRUE
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,Judy Holliday,"Solid Gold Cadillac, The",FALSE
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,Machiko Kyo,"Teahouse of the August Moon, The",FALSE
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,Marilyn Monroe,Bus Stop,FALSE
1956,1957,14,Actress In A Leading Role - Musical Or Comedy,Debbie Reynolds,Bundle of Joy,FALSE
1956,1957,14,Foreign Film - Foreign Language,"West Germany, Gottfried Reinhardt",Before Sundown,TRUE
1956,1957,14,Foreign Film - Foreign Language,"Greece, Michael Cacoyannis",A Girl In Black,TRUE
1956,1957,14,Foreign Film - Foreign Language,"Japan, Keisuke Kinoshita",The Rose On His Arm,TRUE
1956,1957,14,Foreign Film - Foreign Language,"Italy, King Vidor",War and Peace,TRUE
1956,1957,14,Foreign Film - Foreign Language,"Finland, Erik Blomberg",The White Reindeer,TRUE
1956,1957,14,Foreign Film - English Language,"United Kingdom, Laurence Olivier",Richard III  (1955),TRUE
1956,1957,14,Henrietta Award (World Film Favorites),James Dean,,TRUE
1956,1957,14,Henrietta Award (World Film Favorites),Kim Novak,,TRUE
1956,1957,14,Hollywood Citizenship Award,Ronald Reagan,,TRUE
1957,1958,15,Best Motion Picture - Drama,"Bridge on the River Kwai, The",,TRUE
1957,1958,15,Best Motion Picture - Drama,12 Angry Men (1957),,FALSE
1957,1958,15,Best Motion Picture - Drama,Wild is the Wind,,FALSE
1957,1958,15,Best Motion Picture - Drama,Witness for the Prosecution,,FALSE
1957,1958,15,Best Motion Picture - Drama,Sayonara,,FALSE
1957,1958,15,Best Motion Picture - Musical or Comedy,Les Girls,,TRUE
1957,1958,15,Best Motion Picture - Musical or Comedy,Don't Go Near The Water,,FALSE
1957,1958,15,Best Motion Picture - Musical or Comedy,Love in the Afternoon,,FALSE
1957,1958,15,Best Motion Picture - Musical or Comedy,Pal Joey,,FALSE
1957,1958,15,Best Motion Picture - Musical or Comedy,Silk Stockings,,FALSE
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Joanne Woodward,"Three Faces of Eve, The",TRUE
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Marlene Dietrich,Witness for the Prosecution,FALSE
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Deborah Kerr,"Heaven Knows, Mr. Allison",FALSE
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Anna Magnani,Wild is the Wind,FALSE
1957,1958,15,Best Performance by an Actress in a Motion Picture - Drama,Eva Marie Saint,"Hatful of Rain, A",FALSE
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Alec Guinness,"Bridge on the River Kwai, The",TRUE
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Marlon Brando,Sayonara,FALSE
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Henry Fonda,12 Angry Men (1957),FALSE
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Anthony Franciosa,"Hatful of Rain, A",FALSE
1957,1958,15,Best Performance by an Actor in a Motion Picture - Drama,Charles Laughton,Witness for the Prosecution,FALSE
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Frank Sinatra,Pal Joey,TRUE
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Glenn Ford,Don't Go Near The Water,FALSE
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,David Niven,My Man Godfrey,FALSE
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Tony Randall,Will Success Spoil Rock Hunter?,FALSE
1957,1958,15,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Maurice Chevalier,Love in the Afternoon,FALSE
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,Elsa Lanchester,Witness for the Prosecution,TRUE
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,Mildred Dunnock,Peyton Place,FALSE
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,Hope Lange,Peyton Place,FALSE
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,Heather Sears,"Story of Esther Costello, The",FALSE
1957,1958,15,Best Performance by an Actress in a Supporting Role in any Motion Picture,Miyoshi Umeki,Sayonara,FALSE
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,Red Buttons,Sayonara,TRUE
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,Sessue Hayakawa,"Bridge on the River Kwai, The",FALSE
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,Nigel Patrick,Raintree County,FALSE
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,Ed Wynn,"Great Man, The",FALSE
1957,1958,15,Best Performance by an Actor in a Supporting Role in any Motion Picture,Lee J. Cobb,12 Angry Men (1957),FALSE
1957,1958,15,Best Director - Motion Picture,David Lean,"Bridge on the River Kwai, The",TRUE
1957,1958,15,Best Director - Motion Picture,Joshua Logan,Sayonara,FALSE
1957,1958,15,Best Director - Motion Picture,Sidney Lumet,12 Angry Men (1957),FALSE
1957,1958,15,Best Director - Motion Picture,Billy Wilder,Witness for the Prosecution,FALSE
1957,1958,15,Best Director - Motion Picture,Fred Zinnemann,"Hatful of Rain, A",FALSE
1957,1958,15,Cecil B. deMille Award,Buddy Adler,,FALSE
1957,1958,15,Promoting International Understanding,Gene Kelly,"Happy Road, The",TRUE
1957,1958,15,Television Achievement,Jack Benny,,TRUE
1957,1958,15,Television Achievement,Eddie Fisher,,TRUE
1957,1958,15,Television Achievement,Alfred Hitchcock,,TRUE
1957,1958,15,Television Achievement,Mike Wallace,,TRUE
1957,1958,15,Special Achievement Award,Hugo Friedhofer,,FALSE
1957,1958,15,Special Achievement Award,Zsa Zsa Gabor,,FALSE
1957,1958,15,Special Achievement Award,Bob Hope,,FALSE
1957,1958,15,Special Achievement Award,Le Roy Prinze,,FALSE
1957,1958,15,Special Achievement Award,Jean Simmons,,FALSE
1957,1958,15,New Star Of The Year - Actress,Sandra Dee,Until They Sail,TRUE
1957,1958,15,New Star Of The Year - Actress,Carolyn Jones,,TRUE
1957,1958,15,New Star Of The Year - Actress,Diane Varsi,Peyton Place,TRUE
1957,1958,15,New Star Of The Year - Actor,James Garner,Sayonara,TRUE
1957,1958,15,New Star Of The Year - Actor,John Saxon,This Happy Feeling,TRUE
1957,1958,15,New Star Of The Year - Actor,Patrick Wayne,The Searchers,TRUE
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Taina Elg,Les Girls,TRUE
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Kay Kendall,Les Girls,TRUE
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Cyd Charisse,Silk Stockings,FALSE
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Audrey Hepburn,Love in the Afternoon,FALSE
1957,1958,15,Actress In A Leading Role - Musical Or Comedy,Jean Simmons,This Could Be the Night,FALSE
1957,1958,15,Foreign Film - Foreign Language,"West Germany, Kurt Hoffmann",Confessions Of Felix Krull,TRUE
1957,1958,15,Foreign Film - Foreign Language,"Mexico, Ismael Rodríguez",Tizoc,TRUE
1957,1958,15,Foreign Film - Foreign Language,"Japan, Heinosuke Gosho",Kiiroi karasu (Yellow Crow),TRUE
1957,1958,15,Foreign Film - English Language,"United Kingdom, J. Lee Thompson",Woman In A Dressing Gown,TRUE
1957,1958,15,Henrietta Award (World Film Favorites),Tony Curtis,,TRUE
1957,1958,15,Henrietta Award (World Film Favorites),Doris Day,,TRUE
1958,1959,16,Best Motion Picture - Drama,"Defiant Ones, The",,TRUE
1958,1959,16,Best Motion Picture - Drama,Home Before Dark,,FALSE
1958,1959,16,Best Motion Picture - Drama,I Want To Live!,,FALSE
1958,1959,16,Best Motion Picture - Drama,Separate Tables,,FALSE
1958,1959,16,Best Motion Picture - Drama,Cat on a Hot Tin Roof,,FALSE
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Susan Hayward,I Want To Live!,TRUE
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Ingrid Bergman,"Inn of the Sixth Happiness, The",FALSE
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Deborah Kerr,Separate Tables,FALSE
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Shirley MacLaine,Some Came Running,FALSE
1958,1959,16,Best Performance by an Actress in a Motion Picture - Drama,Jean Simmons,Home Before Dark,FALSE
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,David Niven,Separate Tables,TRUE
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,Tony Curtis,"Defiant Ones, The",FALSE
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,Sidney Poitier,"Defiant Ones, The",FALSE
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,Robert Donat,"Inn of the Sixth Happiness, The",FALSE
1958,1959,16,Best Performance by an Actor in a Motion Picture - Drama,Spencer Tracy,"Old Man and the Sea, The",FALSE
1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Danny Kaye,Me and the Colonel,TRUE
1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Maurice Chevalier,Gigi,FALSE
1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Clark Gable,Teacher's Pet,FALSE
1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Cary Grant,Indiscreet,FALSE
1958,1959,16,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Louis Jourdan,Gigi,FALSE
1958,1959,16,Best Performance by an Actress in a Supporting Role in any Motion Picture,Hermione Gingold,Gigi,TRUE
1958,1959,16,Best Performance by an Actress in a Supporting Role in any Motion Picture,Maureen Stapleton,Lonelyhearts,FALSE
1958,1959,16,Best Performance by an Actress in a Supporting Role in any Motion Picture,Cara Williams,"Defiant Ones, The",FALSE
1958,1959,16,Best Performance by an Actress in a Supporting Role in any Motion Picture,Peggy Cass,Auntie Mame,FALSE
1958,1959,16,Best Performance by an Actress in a Supporting Role in any Motion Picture,Wendy Hiller,Separate Tables,FALSE
1958,1959,16,Best Performance by an Actor in a Supporting Role in any Motion Picture,Burl Ives,"Big Country, The",TRUE
1958,1959,16,Best Performance by an Actor in a Supporting Role in any Motion Picture,Harry Guardino,Houseboat,FALSE
1958,1959,16,Best Performance by an Actor in a Supporting Role in any Motion Picture,David Ladd,"Proud Rebel, The",FALSE
1958,1959,16,Best Performance by an Actor in a Supporting Role in any Motion Picture,Gig Young,Teacher's Pet,FALSE
1958,1959,16,Best Performance by an Actor in a Supporting Role in any Motion Picture,Efrem Zimbalist Jr.,Home Before Dark,FALSE
1958,1959,16,Best Director - Motion Picture,Vincente Minnelli,Gigi,TRUE
1958,1959,16,Best Director - Motion Picture,Richard Brooks,Cat on a Hot Tin Roof,FALSE
1958,1959,16,Best Director - Motion Picture,Stanley Kramer,"Defiant Ones, The",FALSE
1958,1959,16,Best Director - Motion Picture,Delbert Mann,Separate Tables,FALSE
1958,1959,16,Best Director - Motion Picture,Robert Wise,I Want To Live!,FALSE
1958,1959,16,Cecil B. deMille Award,Maurice Chevalier,,FALSE
1958,1959,16,Picture - Musical,Gigi,,TRUE
1958,1959,16,Picture - Musical,Damn Yankees,,FALSE
1958,1959,16,Picture - Musical,Tom Thumb,,FALSE
1958,1959,16,Promoting International Understanding,Mark Robson,"Inn of the Sixth Happiness, The",TRUE
1958,1959,16,Promoting International Understanding,Stanley Kramer,"Defiant Ones, The",FALSE
1958,1959,16,Promoting International Understanding,Peter Glenville,Me and the Colonel,FALSE
1958,1959,16,Promoting International Understanding,Douglas Sirk,"Time to Love and a Time to Die, A",FALSE
1958,1959,16,Promoting International Understanding,Edward Dmytryk,"Young Lions, The",FALSE
1958,1959,16,Picture - Comedy,Auntie Mame,,TRUE
1958,1959,16,Picture - Comedy,The Perfect Furlough,,FALSE
1958,1959,16,Picture - Comedy,"Bell, Book and Candle",,FALSE
1958,1959,16,Picture - Comedy,Indiscreet,,FALSE
1958,1959,16,Picture - Comedy,Me and the Colonel,,FALSE
1958,1959,16,Television Achievement,Paul Coates,,TRUE
1958,1959,16,Television Achievement,William Orr,,TRUE
1958,1959,16,Television Achievement,Red Skelton,,TRUE
1958,1959,16,Television Achievement,Ann Sothern,,TRUE
